project_id,state,district,project_type,land_area_hectares,affected_families,compensation_status,legal_dispute,approval_stage,possession_status,rehabilitation_progress_pct,stakeholder_responsiveness,historical_dept_performance_score,months_since_initiation,approval_timeline_days,notification_delay,approval_delay,compensation_delay,possession_delay,delay_label
LA-1966,Gujarat,Rajkot,Airport,135.74,318,Partially Paid,Yes,Approval,Not Started,86.2,High,59.10184650826216,18.1,257,On-Time,Delayed,Delayed,Delayed,Delayed
LA-1967,Karnataka,Mysuru,Airport,49.3,106,Partially Paid,Yes,Notification,Not Started,32.0,High,55.59475212925484,16.5,242,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1968,Maharashtra,Nashik,Airport,220.61,316,Paid,Yes,Approval,Not Started,42.5,High,75.31387784973802,2.7,185,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1969,Madhya Pradesh,Jabalpur,Industrial Corridor,42.5,128,Partially Paid,No,Approval,Not Started,68.0,Medium,70.64329245683379,6.2,148,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1970,Rajasthan,Kota,Railway,54.29,158,Partially Paid,Yes,Compensation,Pending,45.1,Low,49.208919279931294,6.6,306,On-Time,Delayed,Delayed,On-Time,Delayed
LA-1971,Karnataka,Mangaluru,Industrial Corridor,40.58,44,Paid,Yes,Possession,Completed,76.8,Medium,73.49673575636528,59.4,311,Delayed,Delayed,Delayed,On-Time,Delayed
LA-1972,West Bengal,Kolkata,Irrigation,236.86,386,Paid,Yes,Notification,Not Started,37.6,Medium,91.8942658432313,27.1,211,On-Time,Delayed,On-Time,Delayed,Delayed
LA-1973,Karnataka,Bengaluru,Irrigation,219.32,479,Paid,No,Approval,Not Started,67.5,High,55.09885949834913,12.9,164,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1974,Uttar Pradesh,Kanpur,Power Project,85.54,127,Paid,No,Possession,Completed,42.1,High,54.241121561299224,17.1,168,Delayed,Delayed,On-Time,On-Time,On-Time
LA-1975,Delhi,North Delhi,Metro,49.04,71,Paid,No,Possession,Pending,50.3,Medium,65.1210032278938,20.0,180,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1976,Maharashtra,Nashik,Industrial Corridor,99.0,126,Paid,No,Approval,Not Started,38.7,Medium,85.67352140004547,34.3,171,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1977,Madhya Pradesh,Bhopal,Industrial Corridor,42.26,35,Paid,Yes,Compensation,Pending,61.0,Medium,58.4253158534079,40.6,258,On-Time,On-Time,On-Time,Delayed,On-Time
LA-1978,Delhi,North Delhi,Highway,61.16,142,Paid,No,Notification,Not Started,48.7,High,92.62776398922955,48.2,175,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1979,Rajasthan,Kota,Irrigation,121.88,259,Paid,Yes,Compensation,In Progress,43.4,High,49.144120425063136,7.2,263,Delayed,Delayed,Delayed,On-Time,Delayed
LA-1980,Madhya Pradesh,Jabalpur,Highway,61.77,192,Partially Paid,No,Possession,Pending,87.6,High,67.82072849515131,17.6,154,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1981,Maharashtra,Nagpur,Highway,83.59,184,Pending,No,Compensation,Pending,16.6,Low,39.481098957007106,14.4,279,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1982,Tamil Nadu,Chennai,Industrial Corridor,124.31,179,Paid,No,Compensation,In Progress,66.8,Medium,50.957795743054774,8.4,174,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1983,Uttar Pradesh,Agra,Railway,126.22,127,Paid,No,Notification,Not Started,74.9,High,61.798986081522834,50.2,177,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1984,Delhi,North Delhi,Metro,55.53,109,Pending,No,Compensation,Pending,70.1,High,69.05291181918972,44.4,151,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1985,Karnataka,Mangaluru,Metro,47.46,72,Partially Paid,Yes,Compensation,In Progress,66.1,High,83.61097965910514,34.9,229,On-Time,On-Time,On-Time,On-Time,Delayed
LA-1986,Rajasthan,Jaipur,Irrigation,125.95,227,Paid,Yes,Compensation,Pending,70.4,Medium,54.51006034447039,46.0,328,Delayed,Delayed,Delayed,On-Time,Delayed
LA-1987,Karnataka,Mysuru,Power Project,77.0,197,Partially Paid,No,Notification,Not Started,71.5,Medium,71.30965866867034,14.7,177,On-Time,On-Time,Delayed,On-Time,On-Time
LA-1988,Gujarat,Rajkot,Irrigation,137.64,251,Paid,Yes,Compensation,In Progress,78.3,Low,44.91339376364874,25.0,361,On-Time,Delayed,Delayed,Delayed,Delayed
LA-1989,Maharashtra,Mumbai,Railway,46.89,16,Partially Paid,No,Compensation,Pending,83.5,Medium,80.14780241118564,45.6,151,On-Time,On-Time,Delayed,On-Time,Delayed
LA-1990,Tamil Nadu,Coimbatore,Railway,60.21,153,Pending,No,Approval,Not Started,56.6,High,84.6557345242916,37.1,122,On-Time,On-Time,Delayed,Delayed,On-Time
LA-1991,Tamil Nadu,Coimbatore,Metro,143.97,270,Paid,No,Approval,Pending,88.0,Medium,80.56287263593185,40.3,176,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1992,Karnataka,Mangaluru,Airport,57.07,37,Pending,No,Approval,Pending,51.2,Medium,80.54096645599273,30.4,188,Delayed,On-Time,On-Time,On-Time,On-Time
LA-1993,Maharashtra,Nagpur,Highway,5.0,5,Paid,Yes,Compensation,In Progress,56.4,High,63.62924664005151,25.7,249,Delayed,On-Time,On-Time,On-Time,Delayed
LA-1994,Madhya Pradesh,Indore,Highway,136.03,175,Partially Paid,Yes,Compensation,In Progress,52.5,Low,69.15068187041688,15.2,332,On-Time,On-Time,On-Time,Delayed,Delayed
LA-1995,Gujarat,Vadodara,Metro,104.08,207,Paid,Yes,Possession,In Progress,36.5,Low,63.545300001582945,41.6,308,Delayed,Delayed,On-Time,Delayed,Delayed
LA-1996,Uttar Pradesh,Kanpur,Irrigation,57.03,146,Pending,No,Approval,Not Started,37.1,Medium,64.31736989944609,48.6,245,On-Time,Delayed,On-Time,Delayed,On-Time
LA-1997,Bihar,Bhagalpur,Railway,239.61,468,Paid,No,Possession,In Progress,76.9,Medium,53.845053524756054,13.2,221,On-Time,Delayed,On-Time,On-Time,Delayed
LA-1998,Uttar Pradesh,Lucknow,Irrigation,33.56,47,Partially Paid,No,Compensation,In Progress,77.6,Medium,69.2250285476416,20.2,211,On-Time,On-Time,On-Time,On-Time,On-Time
LA-1999,West Bengal,Durgapur,Power Project,85.21,137,Pending,No,Approval,Not Started,44.7,Medium,71.26700506159433,5.8,152,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2000,Gujarat,Vadodara,Airport,75.98,122,Paid,No,Notification,Not Started,78.3,High,79.77946503046601,13.1,94,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2001,Uttar Pradesh,Prayagraj,Metro,16.92,59,Paid,No,Approval,Not Started,34.0,High,70.88176873331281,34.7,183,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2002,Rajasthan,Kota,Highway,67.56,44,Paid,Yes,Possession,In Progress,78.1,High,78.21618989379486,54.5,266,Delayed,On-Time,Delayed,On-Time,On-Time
LA-2003,Bihar,Patna,Industrial Corridor,176.45,243,Partially Paid,No,Approval,Pending,71.3,Medium,53.83587935188898,27.2,235,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2004,Karnataka,Mysuru,Irrigation,69.54,175,Pending,Yes,Approval,Pending,89.2,High,86.3515688516635,26.5,229,Delayed,On-Time,Delayed,Delayed,Delayed
LA-2005,Tamil Nadu,Salem,Railway,65.94,72,Paid,No,Notification,Not Started,75.8,Medium,61.38120321926886,60.0,252,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2006,Karnataka,Bengaluru,Industrial Corridor,191.11,205,Partially Paid,Yes,Possession,In Progress,52.8,Medium,34.26868957329333,25.9,315,Delayed,Delayed,Delayed,Delayed,Delayed
LA-2007,Karnataka,Hubballi,Power Project,27.19,153,Paid,No,Approval,Not Started,70.3,High,59.15764844374044,29.4,197,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2008,Bihar,Patna,Metro,162.45,191,Paid,No,Approval,Not Started,21.7,Medium,73.65020520866399,46.2,218,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2009,Maharashtra,Aurangabad,Irrigation,13.56,110,Paid,Yes,Approval,Pending,61.0,High,66.23306504470558,23.5,231,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2010,Rajasthan,Jodhpur,Highway,162.65,305,Partially Paid,No,Approval,Not Started,50.4,High,35.869816302009134,40.4,229,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2011,Uttar Pradesh,Varanasi,Irrigation,25.85,5,Pending,Yes,Approval,Not Started,79.3,High,68.2273463133733,32.8,255,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2012,West Bengal,Durgapur,Airport,42.77,55,Pending,No,Compensation,In Progress,55.8,Low,66.9009722845685,10.9,220,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2013,West Bengal,Durgapur,Industrial Corridor,28.16,28,Paid,No,Possession,In Progress,72.6,Medium,50.4284910811635,1.7,160,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2014,Delhi,North Delhi,Airport,134.04,193,Partially Paid,No,Possession,In Progress,67.8,High,73.46771663741106,7.5,125,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2015,Karnataka,Mangaluru,Power Project,85.11,123,Paid,No,Possession,In Progress,63.8,Low,62.992559724792606,23.3,241,On-Time,Delayed,On-Time,Delayed,On-Time
LA-2016,West Bengal,Kolkata,Highway,140.79,306,Paid,No,Notification,Not Started,95.5,Medium,35.73377650559565,44.6,321,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2017,Uttar Pradesh,Prayagraj,Industrial Corridor,93.85,134,Paid,No,Possession,In Progress,71.5,High,75.42612662091568,20.7,142,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2018,Madhya Pradesh,Gwalior,Power Project,60.25,90,Paid,No,Notification,Not Started,68.1,High,67.62226024871833,20.6,187,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2019,Bihar,Gaya,Airport,125.66,246,Partially Paid,No,Notification,Not Started,22.3,High,87.70338816488442,17.4,127,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2020,Delhi,North Delhi,Airport,98.95,171,Paid,No,Possession,Completed,34.0,Medium,52.02581038288105,15.2,226,On-Time,On-Time,Delayed,On-Time,Delayed
LA-2021,Karnataka,Bengaluru,Industrial Corridor,91.82,224,Pending,Yes,Possession,In Progress,55.0,Medium,61.504360054671,60.0,316,Delayed,Delayed,Delayed,Delayed,Delayed
LA-2022,Maharashtra,Nashik,Highway,57.82,19,Paid,No,Compensation,Pending,44.6,High,80.98990153948544,25.5,186,On-Time,Delayed,On-Time,Delayed,On-Time
LA-2023,West Bengal,Siliguri,Airport,82.15,113,Paid,Yes,Possession,In Progress,67.8,High,51.26568642320545,15.0,256,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2024,West Bengal,Kolkata,Metro,67.36,79,Paid,No,Possession,In Progress,38.9,High,80.46124124528853,25.0,141,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2025,West Bengal,Kolkata,Power Project,62.62,157,Paid,No,Compensation,In Progress,62.4,High,80.85244413798071,26.8,139,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2026,Rajasthan,Jodhpur,Industrial Corridor,91.05,167,Pending,Yes,Compensation,Pending,66.6,Medium,69.70670559741671,11.2,267,On-Time,On-Time,Delayed,Delayed,Delayed
LA-2027,Bihar,Bhagalpur,Railway,330.45,405,Paid,No,Possession,In Progress,72.4,High,62.52306778748642,50.9,250,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2028,Bihar,Patna,Railway,47.14,129,Pending,No,Approval,Not Started,78.9,Medium,55.290697813502426,17.2,218,On-Time,Delayed,Delayed,Delayed,On-Time
LA-2029,Maharashtra,Mumbai,Highway,239.0,417,Paid,No,Notification,Not Started,31.9,Low,54.18375924931098,50.0,279,Delayed,Delayed,Delayed,Delayed,Delayed
LA-2030,Tamil Nadu,Madurai,Metro,130.95,245,Paid,Yes,Possession,Pending,58.5,High,69.66246086020845,15.6,253,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2031,Delhi,New Delhi,Airport,70.38,131,Paid,No,Approval,Not Started,43.7,High,25.0,13.1,204,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2032,Madhya Pradesh,Bhopal,Railway,32.04,97,Pending,No,Notification,Not Started,52.6,High,56.64415305663077,59.3,222,Delayed,On-Time,Delayed,On-Time,On-Time
LA-2033,Maharashtra,Pune,Highway,21.72,12,Paid,Yes,Approval,Pending,66.1,Medium,54.57553884917868,51.8,306,Delayed,On-Time,Delayed,On-Time,On-Time
LA-2034,Uttar Pradesh,Agra,Power Project,56.87,114,Pending,No,Approval,Not Started,91.9,Medium,50.179366066235616,17.0,208,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2035,Delhi,South Delhi,Metro,80.29,92,Paid,No,Possession,Completed,44.7,Medium,67.78566185623842,15.2,197,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2036,Karnataka,Bengaluru,Metro,172.72,319,Paid,No,Compensation,Pending,74.6,Medium,42.95315761047277,33.0,249,On-Time,Delayed,On-Time,Delayed,Delayed
LA-2037,Maharashtra,Nagpur,Irrigation,155.98,263,Partially Paid,No,Compensation,In Progress,75.9,High,83.04308541840075,9.1,109,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2038,Karnataka,Mysuru,Highway,67.74,192,Paid,No,Possession,Pending,73.6,High,78.70370864321545,29.1,154,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2039,Delhi,South Delhi,Highway,56.91,86,Paid,No,Possession,In Progress,6.0,High,85.39322249737182,46.8,155,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2040,Maharashtra,Nagpur,Irrigation,67.97,177,Pending,No,Compensation,In Progress,63.6,Medium,57.09160834093058,17.6,180,On-Time,On-Time,Delayed,On-Time,Delayed
LA-2041,Rajasthan,Jaipur,Airport,83.78,219,Paid,No,Possession,In Progress,26.5,High,68.11699674136514,47.9,163,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2042,Tamil Nadu,Madurai,Highway,45.76,132,Partially Paid,No,Approval,Pending,96.8,Medium,77.34756515837825,43.5,227,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2043,Maharashtra,Aurangabad,Irrigation,92.84,117,Paid,No,Approval,Not Started,79.9,Medium,63.037908368517144,30.2,197,On-Time,Delayed,Delayed,On-Time,On-Time
LA-2044,Madhya Pradesh,Bhopal,Airport,87.26,157,Paid,No,Approval,Not Started,85.4,High,56.50092569083724,60.0,223,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2045,Bihar,Bhagalpur,Airport,88.82,73,Paid,Yes,Compensation,In Progress,68.6,Medium,66.79518574798921,9.2,215,On-Time,On-Time,Delayed,On-Time,Delayed
LA-2046,Madhya Pradesh,Bhopal,Industrial Corridor,209.42,359,Partially Paid,No,Compensation,In Progress,38.3,Low,61.924647998429016,9.3,207,On-Time,On-Time,Delayed,On-Time,Delayed
LA-2047,Maharashtra,Aurangabad,Metro,196.3,250,Pending,No,Compensation,Pending,36.0,High,48.93977586209927,47.3,244,Delayed,Delayed,On-Time,On-Time,Delayed
LA-2048,Delhi,South Delhi,Power Project,113.9,222,Partially Paid,Yes,Compensation,Pending,34.5,High,29.294296637797935,9.1,283,Delayed,Delayed,Delayed,Delayed,On-Time
LA-2049,Bihar,Gaya,Metro,105.65,125,Pending,Yes,Notification,Not Started,91.1,High,51.14661018977753,20.3,270,On-Time,Delayed,Delayed,On-Time,Delayed
LA-2050,Delhi,North Delhi,Metro,311.27,498,Paid,No,Notification,Not Started,47.1,Medium,29.605825975012856,24.8,228,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2051,Bihar,Gaya,Industrial Corridor,5.0,58,Paid,No,Compensation,Pending,53.1,High,51.950165287154064,46.0,229,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2052,Rajasthan,Kota,Airport,159.83,159,Paid,No,Notification,Not Started,50.0,Low,86.28593768588723,23.4,174,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2053,West Bengal,Kolkata,Airport,361.08,448,Pending,Yes,Compensation,In Progress,43.9,Medium,37.27225670219411,7.9,274,Delayed,Delayed,Delayed,Delayed,On-Time
LA-2054,Tamil Nadu,Coimbatore,Highway,65.19,117,Pending,Yes,Compensation,Pending,69.9,Low,71.73349679221296,32.9,269,On-Time,Delayed,Delayed,Delayed,Delayed
LA-2055,West Bengal,Durgapur,Industrial Corridor,105.11,149,Paid,No,Compensation,Pending,82.1,High,83.34033768144009,34.7,128,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2056,Gujarat,Ahmedabad,Highway,80.6,162,Paid,No,Approval,Not Started,54.6,Low,41.40996727987549,22.8,247,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2057,Tamil Nadu,Salem,Industrial Corridor,100.54,137,Partially Paid,No,Compensation,In Progress,59.5,High,91.91493806087537,18.0,110,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2058,Gujarat,Surat,Highway,166.14,321,Pending,No,Possession,In Progress,19.1,High,63.85294067228806,41.7,204,Delayed,On-Time,Delayed,Delayed,Delayed
LA-2059,Rajasthan,Jaipur,Railway,226.03,244,Pending,No,Possession,Pending,60.1,Low,85.37229036722503,29.0,196,Delayed,On-Time,On-Time,Delayed,Delayed
LA-2060,Madhya Pradesh,Indore,Irrigation,69.92,147,Paid,Yes,Possession,In Progress,71.8,High,69.06263167243848,21.3,236,Delayed,On-Time,On-Time,Delayed,Delayed
LA-2061,Bihar,Gaya,Metro,149.09,205,Partially Paid,No,Compensation,In Progress,91.1,Low,58.090202929584436,45.8,241,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2062,West Bengal,Howrah,Metro,162.05,188,Pending,Yes,Notification,Not Started,74.5,Medium,25.0,21.1,357,Delayed,On-Time,Delayed,On-Time,Delayed
LA-2063,Tamil Nadu,Chennai,Power Project,66.69,69,Paid,Yes,Compensation,Pending,87.9,Low,48.2779626987928,22.6,346,Delayed,Delayed,On-Time,Delayed,Delayed
LA-2064,Gujarat,Vadodara,Irrigation,107.61,204,Partially Paid,No,Possession,In Progress,73.8,Medium,75.19625288664355,13.0,165,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2065,Gujarat,Ahmedabad,Airport,115.28,191,Paid,No,Approval,Not Started,88.4,Medium,88.05924946042926,43.4,177,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2066,Karnataka,Mysuru,Power Project,18.36,43,Paid,No,Approval,Pending,81.9,High,43.93020624079926,20.6,188,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2067,Maharashtra,Aurangabad,Railway,123.06,241,Pending,No,Notification,Not Started,63.9,Medium,64.10500253274513,15.7,192,On-Time,Delayed,Delayed,Delayed,Delayed
LA-2068,Uttar Pradesh,Lucknow,Power Project,12.81,5,Pending,No,Compensation,Pending,72.1,Medium,58.31010413084853,36.6,221,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2069,Gujarat,Rajkot,Metro,140.75,250,Paid,No,Approval,Pending,58.2,Medium,71.26723472758928,12.2,184,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2070,Maharashtra,Nagpur,Airport,105.85,116,Paid,No,Notification,Not Started,28.1,High,66.32552029631407,24.3,169,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2071,Maharashtra,Nashik,Railway,167.2,225,Partially Paid,No,Possession,Completed,70.8,High,59.42479491992781,23.4,173,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2072,Maharashtra,Mumbai,Metro,5.0,51,Paid,No,Compensation,In Progress,29.3,High,74.58662488247226,43.5,169,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2073,Delhi,North Delhi,Irrigation,171.23,364,Paid,No,Approval,Not Started,58.7,High,54.62704386367523,21.6,180,Delayed,Delayed,On-Time,On-Time,Delayed
LA-2074,Delhi,South Delhi,Highway,160.19,188,Paid,No,Approval,Not Started,56.9,High,65.16860350791544,41.0,188,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2075,West Bengal,Kolkata,Industrial Corridor,241.48,367,Partially Paid,No,Approval,Not Started,81.2,Low,76.5515986753003,27.8,207,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2076,Gujarat,Vadodara,Railway,20.12,19,Paid,No,Compensation,In Progress,40.7,High,54.10446780919303,18.5,154,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2077,Gujarat,Rajkot,Airport,131.96,185,Partially Paid,No,Approval,Pending,51.9,High,59.61567440976186,60.0,236,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2078,Karnataka,Mangaluru,Power Project,12.47,43,Paid,No,Compensation,In Progress,51.8,Low,56.629712367623426,24.0,246,Delayed,Delayed,On-Time,On-Time,Delayed
LA-2079,Uttar Pradesh,Lucknow,Irrigation,127.51,105,Pending,Yes,Possession,In Progress,68.3,High,71.78254064837381,42.1,231,Delayed,Delayed,Delayed,Delayed,Delayed
LA-2080,West Bengal,Kolkata,Power Project,179.08,353,Pending,No,Compensation,In Progress,51.0,Medium,70.24336481276285,19.3,183,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2081,Tamil Nadu,Salem,Railway,44.93,52,Partially Paid,No,Approval,Not Started,34.2,Medium,57.22783218928431,2.3,179,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2082,Uttar Pradesh,Lucknow,Irrigation,69.01,86,Paid,No,Compensation,Pending,88.2,Medium,70.11309120817684,30.2,178,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2083,Gujarat,Surat,Airport,85.76,141,Paid,Yes,Possession,In Progress,70.0,Medium,25.0,6.4,337,On-Time,Delayed,On-Time,Delayed,Delayed
LA-2084,Bihar,Muzaffarpur,Railway,21.12,82,Partially Paid,No,Notification,Not Started,64.4,Medium,77.5290861186297,20.4,192,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2085,West Bengal,Kolkata,Airport,121.37,59,Pending,Yes,Notification,Not Started,47.2,High,78.4355194977685,21.0,198,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2086,Rajasthan,Udaipur,Power Project,13.42,21,Paid,No,Compensation,In Progress,63.6,Medium,57.4042823010518,5.1,185,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2087,Madhya Pradesh,Gwalior,Metro,71.44,212,Paid,No,Compensation,In Progress,59.8,Medium,54.42024701043401,23.0,241,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2088,Uttar Pradesh,Kanpur,Irrigation,246.5,443,Paid,No,Approval,Not Started,42.6,High,64.1371473477043,19.9,118,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2089,West Bengal,Howrah,Highway,96.87,180,Paid,No,Compensation,In Progress,65.9,High,51.348923654465594,18.3,223,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2090,Maharashtra,Mumbai,Metro,27.29,72,Paid,Yes,Compensation,In Progress,78.2,Low,53.6801754966651,15.7,313,Delayed,Delayed,On-Time,On-Time,Delayed
LA-2091,West Bengal,Siliguri,Highway,35.36,91,Pending,No,Possession,In Progress,94.7,Medium,69.61779161635499,19.8,196,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2092,Madhya Pradesh,Gwalior,Power Project,17.65,5,Paid,No,Notification,Not Started,85.8,High,77.13591831447418,30.6,118,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2093,Madhya Pradesh,Jabalpur,Irrigation,128.15,217,Paid,No,Possession,In Progress,34.7,Low,69.76807351739672,53.8,234,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2094,Rajasthan,Jaipur,Metro,27.97,16,Pending,No,Notification,Not Started,28.9,Medium,95.0,28.1,123,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2095,Maharashtra,Aurangabad,Metro,150.47,227,Paid,Yes,Compensation,In Progress,70.8,Low,83.72881218824756,34.8,259,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2096,Uttar Pradesh,Lucknow,Railway,95.24,242,Pending,No,Compensation,In Progress,92.9,Low,76.03063332431728,11.3,138,On-Time,Delayed,Delayed,On-Time,Delayed
LA-2097,Uttar Pradesh,Lucknow,Industrial Corridor,12.42,16,Paid,No,Approval,Not Started,56.4,Medium,75.48782567979367,59.7,205,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2098,Uttar Pradesh,Kanpur,Power Project,13.51,40,Pending,No,Possession,In Progress,58.7,Medium,66.30138328743868,8.0,153,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2099,Tamil Nadu,Coimbatore,Airport,39.29,72,Paid,No,Notification,Not Started,55.7,Medium,72.56980160801169,39.2,175,Delayed,On-Time,On-Time,Delayed,On-Time
LA-2100,Gujarat,Rajkot,Power Project,73.91,134,Pending,No,Compensation,In Progress,22.4,Low,67.96393073389999,8.8,227,On-Time,Delayed,On-Time,On-Time,Delayed
